record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,units,notes
p127_o,NA,NA,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,equina,m,w,a,Biscay,43.386302,-3.008442,1,28,rest_MR,MR,rest,20,25,0.95,NA,NA,NA,NA,1.2,NA,NA,NA,NA,1.25,NA,NA,NA,NA,2,NA,NA,NA,NA,ml/g/h,
p128,fig,266,Mollusca,Bivalvia,Ostreoida,Mytilidae,Mytilus,coruscus,m,w,j,"Shengsi island of Zhejiang Province, china",30.55027778,121.8333333,2,14,rest_MR,Respiration rate,,25,30,0.02,0,3,0.06,-2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,3,0.04,-3.12,mg O2/hr/g,ph7.7 (normal)
p128_o,NA,NA,Chordata,Actinopterygii,Perciformes,Percidae,Perca,flavescens,f,w,a,"Anchor Bay MI, USA",42.66538432,-82.71459063,2,NA,ATPase,NA-K-ATPase,gill,8,17,0.48,0.07,6,0.36,-1.03,1.88,0.16,6,0.21,-1.57,0.46,0.08,6,0.43,-0.85,0.8,0.95,6,2.91,1.07,umol Pi/h.mg protein,
p129,fig,6,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,t,w,a,"Queensland, Australia",-17.095495,139.476083,1,56,rest_MR,Adjusted resting VO2,,15,30,0.19,0.06,20,1.37,0.31,1.99,0.06,20,0.13,-2.03,0.11,0.07,20,3.01,1.1,1.5,0.09,20,0.28,-1.28,ml/hr,minimum 56 days acclimation but max 98
p129,fig,6,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,t,w,a,"NSW, Australia",-28.806642,153.558981,1,56,rest_MR,Adjusted resting VO2,,15,30,0.34,0.07,20,0.9,-0.1,1.93,0.06,20,0.14,-1.96,0.17,0.07,20,1.94,0.66,1.52,0.09,20,0.27,-1.31,ml/hr,two populations of two different lat (only one pop's location noted)
p129_o,NA,NA,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,ornatus,t,w,a,"Maricopa Country, AZ",33.3,-111.83333,1,30,rest_MR,MR,rest,5,35,0.08,0,10,0.04,-3.17,0.18,0,10,0.03,-3.64,0.62,0,10,0,-5.97,0.18,0,10,0.04,-3.32,ml/g/h,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Wiscassett, Maine",44.0029,-69.6656,1,28,mito_oxidation,complex I,mitochondrial function - heart,12,28,1.09,0.32,33,1.69,0.52,1.98,0.46,33,1.33,0.29,0.9,0.19,26,1.08,0.07,2.01,0.44,26,1.12,0.11,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Sapelo Is, GA",31.4764,-81.2409,1,28,mito_oxidation,complex I,mitochondrial function - heart,12,28,1.37,0.26,30,1.04,0.04,2.6,0.57,30,1.2,0.18,0.9,0.1,31,0.62,-0.48,2.06,0.4,31,1.08,0.08,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,grandis,m,w,a,"Crawfordville, FL",30.1945,-84.3711,1,28,mito_oxidation,complex I,mitochondrial function - heart,12,28,1.04,0.23,24,1.08,0.08,3.55,0.53,24,0.73,-0.31,1.15,0.19,25,0.83,-0.19,2.19,0.5,25,1.14,0.13,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Wiscassett, Maine",44.0029,-69.6656,1,28,mito_oxidation,complex II,mitochondrial function - heart,12,28,0.88,0.2,33,1.31,0.27,0.97,0.17,33,1,0,0.39,0.05,26,0.66,-0.41,1.19,0.23,26,0.99,-0.01,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Sapelo Is, GA",31.4764,-81.2409,1,28,mito_oxidation,complex II,mitochondrial function - heart,12,28,0.75,0.14,30,0.99,-0.01,1.47,0.34,30,1.28,0.25,0.6,0.08,31,0.73,-0.32,0.86,0.09,31,0.62,-0.49,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,grandis,m,w,a,"Crawfordville, FL",30.1945,-84.3711,1,28,mito_oxidation,complex II,mitochondrial function - heart,12,28,1.06,0.36,24,1.65,0.5,1.54,0.15,24,0.47,-0.75,0.58,0.05,25,0.46,-0.77,1.06,0.19,25,0.89,-0.12,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Wiscassett, Maine",44.0029,-69.6656,1,28,mito_oxidation,complex IV,mitochondrial function - heart,12,28,1.91,0.4,33,1.2,0.18,3.66,0.95,33,1.5,0.4,1.85,0.39,26,1.06,0.06,3.68,0.85,26,1.18,0.17,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Sapelo Is, GA",31.4764,-81.2409,1,28,mito_oxidation,complex IV,mitochondrial function - heart,12,28,1.94,0.26,30,0.73,-0.31,3.98,0.67,30,0.92,-0.08,1.7,0.24,31,0.79,-0.24,5.41,1.1,31,1.13,0.12,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,grandis,m,w,a,"Crawfordville, FL",30.1945,-84.3711,1,28,mito_oxidation,complex IV,mitochondrial function - heart,12,28,1.78,0.33,24,0.91,-0.1,5.13,0.84,24,0.8,-0.22,2.08,0.19,25,0.46,-0.78,3.72,0.81,25,1.09,0.08,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Wiscassett, Maine",44.0029,-69.6656,1,28,mito_oxidation,State 3,mitochondrial function - heart,12,28,2,0.47,33,1.36,0.31,3.18,0.57,33,1.03,0.03,1.29,0.26,26,1.04,0.04,3.05,0.63,26,1.06,0.06,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Sapelo Is, GA",31.4764,-81.2409,1,28,mito_oxidation,State 3,mitochondrial function - heart,12,28,2.12,0.4,30,1.03,0.03,3.94,0.78,30,1.09,0.09,1.73,0.16,31,0.52,-0.65,3,0.72,31,1.34,0.29,pmol O2/s.ml.ng DNA,
p13,fig,190,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,grandis,m,w,a,"Crawfordville, FL",30.1945,-84.3711,1,28,mito_oxidation,State 3,mitochondrial function - heart,12,28,2.63,0.77,24,1.44,0.36,5.73,0.73,24,0.63,-0.47,1.61,0.2,25,0.62,-0.48,3.5,0.65,25,0.92,-0.08,pmol O2/s.ml.ng DNA,
p130_o,NA,NA,Echinodermata,Echinoidea,Echinoida,Echinidae,Sterechinus,neumayeri,m,w,a,"Andelaide Is, Antarctica",-67.55,-68.1,1,60,rest_MR,MR,rest,0.9,3,8.12,1.27,10,0.49,-0.7,9.11,1.08,10,0.37,-0.98,NA,NA,NA,NA,NA,9.12,0.38,10,0.13,-2.03,,
p130_o,NA,NA,Arthropoda,Malacostraca,Amphipoda,Maeridae,Paraceradocus,gibber,m,w,a,"Andelaide Is, Antarctica",-67.55,-68.1,1,60,rest_MR,MR,rest,0.9,3,8.25,2.14,0,0,NA,9.76,2.65,10,0.86,-0.15,NA,NA,NA,NA,NA,14.93,4.07,10,0.86,-0.15,,
p131,fig2,65,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Brachymystax,lenok,f,w,j,"Xushui River National Nature Reserve, Qinling Mountain region, Shaanxi Province, China",33.12888889,107.0833333,1,21,max_MR,Max Metabolic rate,,6,18,216.47,11.06,8,0.14,-1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.85,10.21,8,0.1,-2.34,mg O2/kg/hr,
p131,fig2,65,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Brachymystax,lenok,f,w,j,"Xushui River National Nature Reserve, Qinling Mountain region, Shaanxi Province, China",33.12888889,107.0833333,1,21,endurance,Ucrit,,6,18,37.26,1.61,8,0.12,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,1.3,8,0.08,-2.54,cm/s,
p131_o,NA,NA,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,droebachiensis,m,w,a,"Conception Bay, Newfoundland",47.516667,-52.98333,1,35,rest_MR,MR,rest,0,15,5.36,0.28,10,0.17,-1.8,18.8,1.2,10,0.2,-1.6,4.09,0.36,10,0.28,-1.28,18.8,1,9,0.16,-1.84,ul/g/h,
p132,fig1,537,Chordata,Actinopterygii,Anabantiformes,Channidae,Channa,argus,f,c,j,"Guangdong province, China",23.062051,113.466369,1,14,rest_MR,RMR,,15,35,50.74,6.28,7,0.33,-1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.62,57.46,7,0.42,-0.87,mgO2/kg/hr,"Note, location unknown except generally so took capital of province along the delta."
p132,fig2,538,Chordata,Actinopterygii,Anabantiformes,Channidae,Channa,argus,f,c,j,"Guangdong province, China",23.062051,113.466369,1,14,other,Ventilation frequency,,15,35,36.99,2.1,7,0.15,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.86,3.08,7,0.1,-2.28,times/min,
p132_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Rana,perezi,f,w,a,"Galicia, Spain",42.5,-8.1,1,113,rest_MR,MR,rest,10,29,15,1,4,0.13,-2.01,80,6,4,0.15,-1.9,7,1,4,0.29,-1.25,95,15,4,0.32,-1.15,ul/g/h,
p133,fig1,236,Chordata,Reptilia,Testudines,Geoemydidae,Chinemys,reevesii,t,w,j,"Haining, Zhejiang, Eastern China",30.31666667,120.4166667,1,28,sprint,Running Speed (cm/s),,17,33,1.22,0.22,36,1.09,0.09,1.75,0.2,36,0.67,-0.4,3.03,0.59,36,1.16,0.15,5.72,0.84,36,0.88,-0.13,cm/s,
p133,fig1,236,Chordata,Reptilia,Testudines,Geoemydidae,Chinemys,reevesii,t,w,j,"Haining, Zhejiang, Eastern China",30.31666667,120.4166667,1,28,sprint,Swimming Speed (cm/s),,17,33,4.09,0.46,36,0.67,-0.4,3.86,0.42,36,0.66,-0.42,6.82,0.51,36,0.45,-0.81,9.07,0.56,36,0.37,-0.99,cm/s,
p133_o,NA,NA,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,m,c,a,"Gulf of St Laurence, Canada",47.8,64.6,1,28,rest_MR,MR,routine,4,20,4.06,0.63,50,1.09,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.76,0.47,50,0.24,-1.42,dry mass,
p133_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,c,a,"Gulf of St Laurence, Canada",47.8,64.6,1,28,rest_MR,MR,routine,4,20,5.78,0.63,50,0.76,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.26,0.63,50,0.17,-1.78,dry mass,
p134,fig2,122,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,t,w,j,"Haining, Zhejiang, Eastern China",30.31666667,120.4166667,1,28,rest_MR,Standard metabolic rate (ml CO2/min),,17,33,0.02,0.01,10,0.8,-0.23,0.07,0,10,0.09,-2.39,0.06,0,10,0.24,-1.42,0.12,0.01,10,0.18,-1.71,ml CO2/min,
p134_o,NA,NA,Mollusca,Bivalvia,Unionoida,Unionidae,Pyganodon,cataracta,f,w,a,"Winston-Salem, Forsyth County, North Carolina",36.102764,-80.260492,1,7,cardiac,HR,rest,15,25,7,0.5,10,0.23,-1.49,18,2,10,0.35,-1.05,8,0.5,10,0.2,-1.62,19,2,10,0.33,-1.1,,
p134_o,NA,NA,Mollusca,Bivalvia,Unionoida,Unionidae,Pyganodon,cataracta,f,w,j,"Winston-Salem, Forsyth County, North Carolina",36.102764,-80.260492,1,7,cardiac,HR,rest,15,25,27,0.5,20,0.08,-2.49,53,0.5,20,0.04,-3.17,19,0.5,20,0.12,-2.14,53,0.5,20,0.04,-3.17,,
p134_o,NA,NA,Mollusca,Bivalvia,Unionoida,Unionidae,Utterbackia,imbecillis,f,w,a,"Mecklenberg County, North Carolina",35.491111,-80.832778,1,7,cardiac,HR,rest,15,25,7.5,0.5,10,0.21,-1.56,14,0.5,10,0.11,-2.18,7.5,0.5,10,0.21,-1.56,14,0.5,10,0.11,-2.18,,
p134_o,NA,NA,Mollusca,Bivalvia,Unionoida,Unionidae,Utterbackia,imbecillis,f,w,j,"Mecklenberg County, North Carolina",35.491111,-80.832778,1,7,cardiac,HR,rest,15,25,15,0.5,20,0.15,-1.9,27,0.5,20,0.08,-2.49,18,0.5,20,0.12,-2.09,43,3,20,0.31,-1.16,,
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,metabolic_enzyme,COX activity,heart,12.5,27.5,433.1,49.43,10,0.36,-1.02,801.26,52.46,10,0.21,-1.57,352.61,67.17,10,0.6,-0.51,676.35,39.72,10,0.19,-1.68,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,metabolic_enzyme,COX activity,kidney,12.5,27.5,175.77,22.39,10,0.4,-0.91,398.16,86.05,10,0.68,-0.38,126.59,22.56,10,0.56,-0.57,326.78,24.01,10,0.23,-1.46,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,metabolic_enzyme,COX activity,liver,12.5,27.5,155.23,25.27,10,0.51,-0.66,365.69,26.39,10,0.23,-1.48,127.4,25.65,10,0.64,-0.45,297.73,43.28,10,0.46,-0.78,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,metabolic_enzyme,COX activity,brain,12.5,27.5,91.08,16.89,10,0.59,-0.53,148.72,9.16,10,0.19,-1.64,66.1,14.81,10,0.71,-0.34,148.64,14.68,10,0.31,-1.16,nmol O2 min-1 mg -1 mitochondrial protein,Something I noticed - brain and muscle does not seem to show expected patterns
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,metabolic_enzyme,COX activity,white muscle,12.5,27.5,31.2,5.24,10,0.53,-0.63,66.92,6.44,10,0.3,-1.19,30.89,5.51,10,0.56,-0.57,67.38,6.68,10,0.31,-1.16,nmol O2 min-1 mg -1 mitochondrial protein,Something I noticed - brain and muscle does not seem to show expected patterns
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,mito_oxidation,State III rate,heart,12.5,27.5,39.87,2.97,10,0.24,-1.45,81.17,4.42,10,0.17,-1.76,28.43,3.76,10,0.42,-0.87,81.17,4.42,10,0.17,-1.76,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,mito_oxidation,State III rate,kidney,12.5,27.5,17.82,1.63,10,0.29,-1.24,37.03,1.51,10,0.13,-2.05,10.65,1.42,10,0.42,-0.87,30.9,2.96,10,0.3,-1.2,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,mito_oxidation,State III rate,liver,12.5,27.5,16.29,2.09,10,0.4,-0.9,38.46,1.98,10,0.16,-1.81,10.15,1.7,10,0.53,-0.64,32.6,2.63,10,0.25,-1.37,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,mito_oxidation,State III rate,brain,12.5,27.5,7.82,2.04,10,0.83,-0.19,19.32,1.89,10,0.31,-1.18,5.85,1.74,10,0.94,-0.06,19.49,1.43,10,0.23,-1.46,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135,fig,68,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,f,c,j,"Chongqing, China",29.4316,106.426409,1,14,mito_oxidation,State III rate,white muscle,12.5,27.5,2.61,0.54,10,0.65,-0.43,6.34,0.77,10,0.39,-0.95,2.59,0.51,10,0.62,-0.47,7.38,0.87,10,0.37,-0.98,nmol O2 min-1 mg -1 mitochondrial protein,they are all the same individuals
p135_o,NA,NA,Arthropoda,Malacaostraca,Decapoda,Parastacidae,Procambarus,clarkii,f,c,a,"Baton Rouge LA, USA",30.46,91.14,1,21,rest_MR,MR,rest,10,30,15.01,4.06,8,0.77,-0.27,60.96,15.63,8,0.73,-0.32,10.94,2.19,8,0.57,-0.57,51.58,9.38,8,0.51,-0.67,,
p135_o,NA,NA,Arthropoda,Malacaostraca,Decapoda,Parastacidae,Procambarus,zonangulus,f,c,a,"Baton Rouge LA, USA",30.46,91.14,1,21,rest_MR,MR,rest,10,30,13.13,2.5,8,0.54,-0.62,75.97,14.07,8,0.52,-0.65,17.19,3.75,8,0.62,-0.48,85.97,15.63,8,0.51,-0.67,,
p136_o,NA,NA,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,m,w,a,"Las Cruces, Chile",-33.45,-71.7,1,45,rest_MR,MR,rest,15,25,3.13,0.16,10,0.16,-1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.45,2.5,12,0.37,-1,,
p136_o,NA,NA,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,m,w,a,"Carrizal Bajo, Chile",-28.05,-71.15,1,46,rest_MR,MR,rest,15,25,11.25,1.56,13,0.5,-0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.63,13,0.36,-1.02,,
p136_o,NA,NA,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,m,w,a,"Antofagasta, Chile",-23.35,-70.65,1,47,rest_MR,MR,rest,15,25,10.32,0.78,10,0.24,-1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,2.19,11,0.58,-0.54,,
p137,fig2,451,Chordata,Reptilia,Squamata,Scincidae,Mabuya,brevicollis,t,w,a,"South Western, Saudi Arabia",19.161673,45.879207,1,21,rest_MR,log Adjusted MR,,21,30,0.09,0.04,22,2.05,0.72,0.13,0.03,18,0.82,-0.2,0.45,0.03,22,0.33,-1.12,0.55,0.02,18,0.17,-1.79,log ml/hr,
p137_o,NA,NA,Arthropoda,Insecta,Coeloptera,Tenebrionidae,Tenebrio,molitor,t,c,a,NA,NA,NA,1,30,ATPase,ATPase,thorax,15,30,0.41,NA,NA,NA,NA,2.7,NA,NA,NA,NA,0.35,NA,NA,NA,NA,1.18,NA,NA,NA,NA,ug P/mg insect/min,no N values to calculate SE from SD
p137_o,NA,NA,Arthropoda,Insecta,Coeloptera,Tenebrionidae,Tenebrio,obscurus,t,c,a,NA,NA,NA,1,30,ATPase,ATPase,thorax,15,30,0.4,NA,NA,NA,NA,2.61,NA,NA,NA,NA,9.32,NA,NA,NA,NA,1.5,NA,NA,NA,NA,ug P/mg insect/min,
p138_o,NA,NA,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,carolinensis,t,w,a,Alabama,32.7,-86.7,1,14,rest_MR,MR,rest,10,30,0.05,0,10,0.18,-1.7,0.49,0.04,10,0.23,-1.47,0.04,0.01,10,0.51,-0.67,0.43,0.02,10,0.17,-1.79,ml/g.8/h,
p138_o,NA,NA,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,sexlineatus,t,w,a,Alabama,32.7,-86.7,1,14,rest_MR,MR,rest,10,30,0.03,0,10,0.22,-1.52,0.37,0.03,10,0.25,-1.39,0.03,0,10,0.2,-1.59,0.27,0.02,10,0.25,-1.4,ml/g.8/h,
p139_o,NA,NA,Arthropoda,Malacaostraca,Decapoda,Penaeidae,Litopenaeus,stylirostris,m,c,j,"El Camaron Dorado, Sonora, Mexico",27.5,109.9,1,30,rest_MR,MR,rest,23,33,334.5,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.3,NA,20,NA,NA,dry mass,
p14,fig,54,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Jimtown, Nova Scotia, Canada",44.7072,-61.9016,1,24,other,NaCl excretion rate in opercular epithelia,NA,5,20,18.34,4.73,12,0.89,-0.11,57.99,6.51,12,0.39,-0.94,49.11,7.69,12,0.54,-0.61,165.09,20.71,12,0.43,-0.83,microA/cm2,
p140_o,NA,NA,Chordata,Actinopterygii,Tetradontiformes,Tetradontidae,Sphoeroides,annulatus,m,c,j,"Sonora, Mexico",27.5,109.9,1,30,rest_MR,MR,rest,19,31,1.28,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,NA,15,NA,NA,,
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,maximus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,5,15,23,10,25,2.17,0.78,52,9,25,0.87,-0.14,18,9,25,2.5,0.92,54,9,25,0.83,-0.18,ul/g/h,introduced species
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,maximus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,5,25,23,10,25,2.17,0.78,99,9.5,25,0.48,-0.73,22,9,25,2.05,0.72,83,8.5,25,0.51,-0.67,ul/g/h,
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,maximus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,15,25,54,9,25,0.83,-0.18,83,8.5,25,0.51,-0.67,53,9,25,0.85,-0.16,83,8.5,25,0.51,-0.67,ul/g/h,
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Philomycidae,Philomycus,carolinianus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,5,15,9,6,25,3.33,1.2,38,6,25,0.79,-0.24,14,6,25,2.14,0.76,41,6,25,0.73,-0.31,ul/g/h,
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Philomycidae,Philomycus,carolinianus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,5,25,9,6,25,3.33,1.2,85,6.5,25,0.38,-0.96,15,6,25,2,0.69,93,6,25,0.32,-1.13,ul/g/h,
p141_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Philomycidae,Philomycus,carolinianus,t,NA,a,NA,NA,NA,1,32,rest_MR,MR,rest,15,25,41,6,25,0.73,-0.31,104,7,25,0.34,-1.09,43,6,25,0.7,-0.36,93,6,25,0.32,-1.13,ul/g/h,
p142_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,m,w,a,"Scott Base, Antarctica",-77.85,166.75,1,31,rest_MR,MR,rest,-1,4,0.72,0.24,4,0.67,-0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.31,4,0.77,-0.27,,
p142_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,m,w,a,"Scott Base, Antarctica",-77.85,166.75,1,28,rest_MR,MR,rest,-1,4,1.12,0.11,8,0.28,-1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.09,8,0.25,-1.41,,
p142_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,m,w,a,"Scott Base, Antarctica",-77.85,166.75,1,28,max_MR,MR,max,-1,4,98.4,5,8,0.14,-1.94,87,10,8,0.33,-1.12,69,8,8,0.33,-1.11,98.4,9.1,8,0.26,-1.34,,
p142_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,m,w,a,"Scott Base, Antarctica",-77.85,166.75,1,26,endurance,swim,sustained,-1,4,1.88,0.06,8,0.09,-2.4,1.56,0.05,16,0.13,-2.05,1.71,0.11,16,0.26,-1.36,2.04,0.11,8,0.15,-1.88,,
p143_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,j,"Sydney, Australia",-33.79587961,151.1573421,1,42,metabolic_enzyme,CS,"muscle, mixed",10,20,8.2,1,8,0.34,-1.06,8.8,0.9,8,0.29,-1.24,6.2,2,8,0.91,-0.09,6.5,3,8,1.31,0.27,,
p143_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,j,"Sydney, Australia",-33.79587961,151.1573421,1,42,metabolic_enzyme,LDH,"muscle, mixed",10,20,27,1,8,0.1,-2.26,39.5,1.5,8,0.11,-2.23,5,0.5,8,0.28,-1.26,8,1,8,0.35,-1.04,,
p144_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,a,"Sydney, Australia",-34.08581179,151.165068,1,60,metabolic_enzyme,COX,"muscle, gastrocnemius",15,25,4,0.5,5,0.28,-1.27,4.6,0.5,5,0.24,-1.41,3.5,0.4,5,0.26,-1.36,4.3,0.5,5,0.26,-1.35,,
p144_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,a,"Sydney, Australia",-34.08581179,151.165068,1,60,metabolic_enzyme,COX,liver,15,25,5.6,0.3,5,0.12,-2.12,5.8,0.6,5,0.23,-1.46,3,0.3,5,0.22,-1.5,4.8,0.6,5,0.28,-1.27,,
p144_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,a,"Sydney, Australia",-34.08581179,151.165068,1,60,metabolic_enzyme,COX,"muscle, external oblique, males",15,25,11.6,0.8,5,0.15,-1.87,13.2,2.7,5,0.46,-0.78,6.4,0.7,5,0.24,-1.41,12.4,2.4,5,0.43,-0.84,,
p144_o,NA,NA,Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,f,w,a,"Sydney, Australia",-34.08581179,151.165068,1,60,metabolic_enzyme,COX,"muscle, external oblique, females",15,25,5,1.2,5,0.54,-0.62,6.2,1.3,5,0.47,-0.76,3.5,0.6,5,0.38,-0.96,8.2,3,5,0.82,-0.2,,
