"paper","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.1_sd","r1.2_sd","r2.1_sd","r2.2_sd","lnRR_Q10","V_lnRR_Q10","lnVR_Q10","V_lnVR_Q10","lnCVR_Q10","V_lnCVR_Q10","type"
"p153_o","t","w","a",27.45,153.35,1,28,"cardiac","HR",20,30,19.78,8,29.6,8,15.67,8,23.75,8,"","Rhinella marina",3.22440692221066,6.67508801440101,2.82842712474619,5.939696961967,0.415834474112721,0.0118907911200889,0.741937344729377,0.142857142857143,0.326102870616657,0.154747933977232,"acute"
"p153_o","t","w","a",27.45,153.35,1,28,"cardiac","HR",20,30,55.64,8,94.43,8,42.48,8,101.6,8,"","Rhinella marina",4.07293505963451,20.8737921806269,2.40416305603426,4.69518902707868,0.872010158210698,0.000667326020397587,0.669336531866227,0.142857142857143,-0.202673626344471,0.14352446887754,"acute"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","LDH",20,30,125.7,10,206.1,10,101,10,173.5,10,"","Rhinella marina",19.9223492590608,44.904342774391,22.4521713871955,35.101282027869,0.541057082545654,0.00903472190793649,0.446850324271019,0.111111111111111,-0.0942067582746357,0.120145833019048,"acute"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","LDH",20,30,26.5,10,52.5,10,34.1,10,64,10,"","Rhinella marina",6.95701085237044,12.3328828746567,6.95701085237044,13.597793938724,0.629585699070201,0.00867649106155697,0.670157662335246,0.111111111111111,0.0405719632650457,0.119787602172668,"acute"
"p154_o","f","c","j",12.45,130.85,1,30,"metabolic_enzyme","COX",20,30,1.61,8,3.2,8,1.6,8,3.6,8,"","Crocodylus porosus",0.565685424949238,1.13137084989848,0.565685424949238,0.848528137423857,0.810930216216329,0.0225694444444444,0.405465108108164,0.142857142857143,-0.405465108108164,0.165426587301587,"acute"
"p154_o","f","c","j",12.45,130.85,1,30,"metabolic_enzyme","LDH",20,30,168.5,8,382.2,8,189.3,8,362.5,8,"","Crocodylus porosus",46.3862048458375,93.6209378290989,56.8513852073984,80.6101730552664,0.649691416079452,0.0174555465912679,0.349184272209575,0.142857142857143,-0.300507143869878,0.160312689448411,"acute"
"p154_o","f","c","j",12.45,130.85,1,30,"ATPase","MyoATPase",20,30,0.3,8,0.5,8,0.26,8,0.75,8,"","Crocodylus porosus",0.226274169979695,0.0565685424949238,0.14142135623731,0.282842712474619,1.05939157551483,0.0547600262984878,0.693147180559945,0.142857142857143,-0.366244394954883,0.197617169155631,"acute"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","LDH",20,30,64.8,15,97.2,15,48.9,15,83.8,15,"","Cherax destructor",33.6949551120045,43.3774134775231,25.9489884195897,36.4060434543497,0.538655611007211,0.031355443670282,0.338602162879038,0.0714285714285714,-0.200053448128173,0.102784015098853,"acute"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","LDH",20,30,50.6,15,74.1,15,42.8,15,67.7,15,"","Cherax destructor",22.463303408003,32.920358442763,29.8219717657971,37.9552367928327,0.458548077330478,0.0533207438068936,0.241162056816888,0.0714285714285714,-0.21738602051359,0.124749315235465,"acute"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","PK",20,30,37.6,15,70.7,15,33,15,61.7,15,"","Cherax destructor",13.1681433771052,24.7870934157275,14.7173367155882,22.0760050733823,0.625776369444862,0.021794396999297,0.405465108108164,0.0714285714285714,-0.220311261336698,0.0932229684278684,"acute"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","PK",20,30,39.5,15,79.5,15,33.6,15,66.1,15,"","Cherax destructor",11.6189500386223,22.463303408003,12.7808450424845,21.3014084041408,0.676642679888482,0.0165694943220834,0.510825623765991,0.0714285714285714,-0.165817056122491,0.0879980657506548,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","COX",-1,4,21.47,10,26.56,10,30.47,10,38.45,10,"","Pagothenia borchgrevinki",6.26130976713339,8.09543081003105,9.55007853370851,12.996961183292,0.465232205908071,0.0849979033033096,0.61633239424273,0.444444444444444,0.151100188334659,0.529442347747754,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","CS",-1,4,56.14,10,59.31,10,55.45,10,62.77,10,"","Pagothenia borchgrevinki",13.3131889493089,19.5112531632389,11.700427342623,11.6688045660213,0.247991077066129,0.0316330491608333,-0.00541272319548605,0.444444444444444,-0.253403800261615,0.476077493605278,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","LDH",-1,4,13.29,10,17.41,10,19.09,10,27.86,10,"","Pagothenia borchgrevinki",4.93315314986267,6.92538807576875,5.88183644791319,5.81859089470982,0.756054661228007,0.0554204307880294,-0.0216218322084312,0.444444444444444,-0.777676493436438,0.499864875232474,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"ATPase","MyoATPase",-1,4,3.17,10,4.48,10,1.83,10,4.03,10,"","Pagothenia borchgrevinki",3.25714598997343,3.60499653259195,1.80249826629598,2.75118156434649,1.57890081821052,0.574485964098632,0.845713701640068,0.444444444444444,-0.733187116570457,1.01893040854308,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","PFK",-1,4,3.14,10,5.29,10,2.42,10,4.71,10,"","Pagothenia borchgrevinki",1.04355162785557,1.86574381949934,1.04355162785557,1.48627050027914,1.33184073571946,0.114210494218534,0.707280080487157,0.444444444444444,-0.624560655232306,0.558654938662979,"acute"
"p158_o","m","w","a",77.85,166.75,1,42,"endurance","swim",-1,4,2.03,10,1.5,10,1.9,10,1.98,10,"","Pagothenia borchgrevinki",0.221359436211787,0.25298221281347,0.0948683298050514,0.0632455532033676,0.0824859170680984,0.00140535153714034,-0.810930216216329,0.444444444444444,-0.893416133284427,0.445849795981585,"acute"
"p16","t","w","a",-34.0333,19,1,14,"rest_MR","metabolic rate",20,30,0.09,14,0.29,14,0.08,14,0.27,14,"VCO2 (ml/h)","Cordylus oelofseni",0.0748331477354788,0.224499443206436,0.0748331477354788,0.187082869338697,1.21639532432449,0.0967935528120713,0.916290731874155,0.0769230769230769,-0.300104592450338,0.173716629735148,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.33,12,0.37,19,0.33,15,0.4,20,"ul/mg/h","Rana pipiens",0.173205080756888,0.174355957741627,0.154919333848297,0.178885438199983,0.24046486580932,0.0385818411386593,0.179801295282363,0.096921992481203,-0.060663570526957,0.135503833619862,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,20,0.33,12,0.47,20,0.33,15,0.54,21,"ul/mg/h","Rana pipiens",0.173205080756888,0.223606797749979,0.154919333848297,0.229128784747792,0.328317656731863,0.0103403406807821,0.260919779749877,0.026984126984127,-0.0673978769819853,0.0373244676649091,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",13,20,0.4,20,0.55,18,0.35,17,0.54,21,"ul/mg/h","Rana pipiens",0.178885438199983,0.254558441227157,0.164924225024706,0.229128784747792,0.619479978678373,0.0441522708016607,0.46971156878259,0.114795918367347,-0.149768409895782,0.158948189169008,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.28,21,0.44,23,0.32,19,0.49,20,"ul/mg/h","Rana pipiens",0.0458257569495584,0.0959166304662544,0.0871779788708135,0.0894427190999916,0.532605494138625,0.00870659767414619,0.0320583089922189,0.0845211988304094,-0.500547185146406,0.0932277965045555,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,20,0.28,21,0.61,20,0.31,19,0.71,21,"ul/mg/h","Rana pipiens",0.0458257569495584,0.134164078649987,0.0435889894354067,0.137477270848675,0.552461781704113,0.00125597456619393,0.765769345297734,0.0234567901234568,0.213307563593621,0.0247127646896507,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",13,20,0.49,20,0.67,18,0.47,19,0.71,21,"ul/mg/h","Rana pipiens",0.0894427190999916,0.169705627484771,0.0871779788708135,0.137477270848675,0.589331821901796,0.00733904929293855,0.650724053409508,0.107709750566893,0.0613922315077126,0.115048799859832,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.32,20,0.48,23,0.22,19,0.5,21,"ul/mg/h","Rana pipiens",0.0894427190999916,0.143874945699382,0.0871779788708135,0.183303027798234,1.02622569008729,0.0229132231404959,0.928986137298046,0.0824652777777778,-0.0972395527892421,0.105378500918274,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,20,0.32,20,0.75,20,0.24,19,0.68,21,"ul/mg/h","Rana pipiens",0.0894427190999916,0.223606797749979,0.0871779788708135,0.229128784747792,0.694302583218774,0.00548934170618138,0.644221640768431,0.0234567901234568,-0.0500809424503433,0.0289461318296382,"acute"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",13,20,0.5,21,0.94,18,0.44,19,0.68,21,"ul/mg/h","Rana pipiens",0.183303027798234,0.254558441227157,0.174355957741627,0.229128784747792,0.62188295893978,0.0279000759273082,0.390264686561001,0.107709750566893,-0.231618272378778,0.135609826494202,"acute"
"p162_o","m","w","a",66.35,33.65,1,42,"rest_MR","MR",4,13,1.8,11,4.4,11,0.95,11,4.9,10,"","Littorina saxatilis",0.33166247903554,0.66332495807108,0.33166247903554,0.316227766016838,1.82280944389348,0.0141936117751058,-0.0529500998912915,0.130315500685871,-1.87575954378477,0.144509112460977,"acute"
"p162_o","m","w","a",54.15,7.9,1,42,"rest_MR","MR",4,13,2.2,11,4.8,11,1.3,11,3.8,11,"","Littorina saxatilis",0.66332495807108,0.66332495807108,0.16583123951777,0.66332495807108,1.19181866918317,0.00524613955965615,1.54032706791099,0.123456790123457,0.348508398727824,0.128702929683113,"acute"
"p163_o","m","w","a",53.7,66.35,1,28,"metabolic_enzyme","CS",0,11,0.6,6,1.5,6,0.55,6,1.15,6,"","Arenicola marina",0.122474487139159,0.367423461417477,0.122474487139159,0.489897948556636,0.670544493755253,0.031826619422966,1.26026760101808,0.165289256198347,0.589723107262829,0.197115875621313,"acute"
"p166_o","f","w","j",36.241944,-116.8258,1,14,"rest_MR","MR",15,30,0.07,6,0.34,6,0.03,6,0.24,6,"ml/g/h","Cyprinodon salinus",0.0244948974278318,0.0489897948556636,0.0244948974278318,0.0244948974278318,1.38629436111989,0.0501543209876543,0,0.0888888888888889,-1.38629436111989,0.139043209876543,"acute"
"p167_o","m","w","j",46.2075,-1.1625,1,42,"cardiac","Heart rate",10,24,34,5,105,5,23,5,58,5,"bpm","Solea vulgaris",6.70820393249937,11.1803398874989,6.70820393249937,11.1803398874989,0.660677710440907,0.0124718681261517,0.364875445547136,0.127551020408163,-0.295802264893771,0.140022888534315,"acute"
"p167_o","m","w","j",46.2075,-1.1625,1,42,"cardiac","Heart rate",10,24,38,5,113,5,32,5,104,5,"bpm","Solea vulgaris",6.70820393249937,11.1803398874989,6.70820393249937,11.1803398874989,0.841896425958319,0.0056634964451757,0.364875445547136,0.127551020408163,-0.477020980411182,0.133214516853339,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Gill MR",7,15,0.92,17,1.07,20,0.67,19,0.92,20,"ul/mg/h","Pimephales promelas",0.494772675074119,0.223606797749979,0.217944947177034,0.313049516849971,0.396369947072593,0.0177474906761161,0.452648604768735,0.0845211988304094,0.0562786576961426,0.102268689506525,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Gill MR",7,23,0.92,17,1.59,18,0.67,19,1.44,20,"ul/mg/h","Pimephales promelas",0.494772675074119,1.06066017177982,0.305122926047847,0.447213595499958,0.478200425115647,0.0061476961956817,0.238950994457817,0.0211302997076023,-0.239249430657829,0.027277995903284,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Gill MR",15,23,0.92,20,1.33,20,0.89,19,1.44,20,"ul/mg/h","Pimephales promelas",0.313049516849971,0.402492235949962,0.26153393661244,0.447213595499958,0.601471162304826,0.0146365805641863,0.670590338699707,0.0845211988304094,0.0691191763948815,0.0991577793945957,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Muscle MR",7,15,0.16,17,0.24,20,0.18,20,0.23,20,"ul/mg/h","Pimephales promelas",0.0412310562561766,0.0447213595499958,0.0894427190999916,0.0447213595499958,0.306403072541231,0.0222438096571682,-0.866433975699932,0.0822368421052631,-1.17283704824116,0.104480651762431,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Muscle MR",7,23,0.16,17,0.31,20,0.2,20,0.28,20,"ul/mg/h","Pimephales promelas",0.0412310562561766,0.223606797749979,0.134164078649987,0.0894427190999916,0.210295147888258,0.0107820471938776,-0.253415692567603,0.0205592105263158,-0.463710840455861,0.0313412577201933,"acute"
"p168_o","f","c","a",41,-77.5,1,14,"other","Muscle MR",15,23,0.23,20,0.31,20,0.2,20,0.28,20,"ul/mg/h","Pimephales promelas",0.0447213595499958,0.0894427190999916,0.0447213595499958,0.0894427190999916,0.420590295776516,0.0118781887755102,0.866433975699932,0.0822368421052631,0.445843679923415,0.0941150308807734,"acute"
"p170_o","m","w","j",36.1,120.4,1,10,"rest_MR","MR",19,31,58,5,150,5,45,5,107,5,"/g dry mass","Penaeus chinensis",15.6524758424985,26.8328157299975,22.3606797749979,20.1246117974981,0.721805287242989,0.0392066456586082,-0.0878004297148552,0.173611111111111,-0.809605716957844,0.212817756769719,"acute"
"p171_o","t","w","a",43.216667,171.75,1,30,"rest_MR","MR",5,25,25,12,110,12,28,12,80,12,"ul/g/h","Hoplodactylus maculatus",3.46410161513775,3.46410161513775,3.46410161513775,3.46410161513775,0.524911062249339,0.000357940051020408,0,0.0227272727272727,-0.524911062249339,0.0230852127782931,"acute"
"p171_o","t","w","a",-43.53,172.620278,1,30,"rest_MR","MR",5,25,15,12,90,12,30,12,90,12,"ul/g/h","Hoplodactylus maculatus",3.46410161513775,3.46410161513775,3.46410161513775,3.46410161513775,0.549306144334055,0.000308641975308642,0,0.0227272727272727,-0.549306144334055,0.0230359147025814,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","COX",5,25,19.7,3,28,3,5,3,22,3,"","Micropterus salmoides",12.1243556529821,3.46410161513775,0.866025403784439,3.46410161513775,0.740802270462108,0.00456611570247934,0.693147180559945,0.125,-0.0476550899021625,0.129566115702479,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","COX",5,25,19.7,5,28.5,5,18,5,59.7,5,"","Lepomis cyanellus",4.47213595499958,7.82623792124926,3.35410196624968,33.5410196624969,0.599480131251196,0.0175185408477339,1.15129254649702,0.0625,0.551812415245827,0.0800185408477339,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","COX",5,25,13,7,24,7,11,5,20.3,5,"","Lepomis macrochirus",5.29150262212918,18.5202591774521,6.70820393249937,13.4164078649987,0.306362806624686,0.0404349306668747,0.346573590279973,0.0625,0.0402107836552871,0.102934930666875,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","COX",5,25,40.02,4,49,4,22.5,4,36,4,"","Pomoxis annularis",10,20,14,16,0.235001814622868,0.0365432098765432,0.0667656963122613,0.0833333333333333,-0.168236118310607,0.119876543209877,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","COX",5,25,10,3,36,3,18,3,29,3,"","Pomoxis nigromaculatus",5.19615242270663,15.5884572681199,12.1243556529821,17.3205080756888,0.238462036045155,0.0675351580276273,0.178337471969366,0.125,-0.0601245640757885,0.192535158027627,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","COX",5,25,1.5,3,3.9,3,1.45,3,2.05,3,"","Micropterus salmoides",1.03923048454133,1.3856406460551,0.866025403784439,0.173205080756888,0.173138118358917,0.0303214000499391,-0.80471895621705,0.125,-0.977857074575967,0.155321400049939,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","COX",5,25,2.05,5,2.9,5,2.85,5,3.5,5,"","Lepomis cyanellus",0.223606797749979,2.01246117974981,2.23606797749979,4.02492235949962,0.102721987107404,0.0969011501184038,0.29389333245106,0.0625,0.191171345343655,0.159401150118404,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","COX",5,25,3,7,5,7,0.5,5,1,5,"","Lepomis macrochirus",2.11660104885167,2.11660104885167,0.0223606797749979,0.223606797749979,0.346573590279973,0.0026,1.15129254649702,0.0625,0.80471895621705,0.0651,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","COX",5,25,5.4,4,6.35,4,2.4,4,8,4,"","Pomoxis annularis",1.2,3,1.4,4,0.601986402162968,0.0368923611111111,0.524911062249339,0.0833333333333333,-0.0770753399136292,0.120225694444444,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","Hexokinase",5,25,6,3,13,3,5,3,16,3,"","Micropterus salmoides",0.13856406460551,2.59807621135332,1.03923048454133,4.33012701892219,0.58157540490284,0.009703515625,0.713558177820073,0.125,0.131982772917232,0.134703515625,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","Hexokinase",5,25,4,5,17.5,5,3,5,12,5,"","Lepomis cyanellus",0.111803398874989,4.47213595499958,0.0447213595499958,2.23606797749979,0.693147180559945,0.00174722222222222,1.95601150271407,0.0625,1.26286432215413,0.0642472222222222,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","Hexokinase",5,25,1.5,7,9.5,7,2,5,10.8,5,"","Lepomis macrochirus",0.211660104885167,9.26012958872607,0.178885438199983,4.91934955049954,0.843199476785114,0.0107737997256516,1.65709300233626,0.0625,0.813893525551148,0.0732737997256516,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","Hexokinase",5,25,5.5,4,23,4,2,4,8.5,4,"","Pomoxis annularis",0.06,8,0.1,4,0.723459491468163,0.013997080449827,1.84443972705697,0.0833333333333333,1.12098023558881,0.0973304137831603,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","Hexokinase",5,25,3,3,12,3,3.5,3,14,3,"","Pomoxis nigromaculatus",0.13856406460551,0.13856406460551,0.0866025403784439,6.92820323027551,0.693147180559945,0.0204591836734694,2.19101331733694,0.125,1.497866136777,0.145459183673469,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,35,3,58,3,58,3,105,3,"","Micropterus salmoides",13.856406460551,6.92820323027551,6.92820323027551,15.5884572681199,0.296758669805552,0.0030257953359703,0.405465108108164,0.125,0.108706438302612,0.12802579533597,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,45,5,81.5,5,49,5,92,5,"","Lepomis cyanellus",22.3606797749979,33.5410196624969,8.94427190999916,4.47213595499958,0.314984139469207,0.00178411995946868,-0.346573590279973,0.0625,-0.661557729749179,0.0642841199594687,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","LDH",5,25,17.5,7,28,7,26,5,50,5,"","Lepomis macrochirus",6.61437827766148,21.1660104885167,15.6524758424985,26.8328157299975,0.326963233703332,0.0325213017751479,0.269498250366343,0.0625,-0.0574649833369886,0.0950213017751479,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","LDH",5,25,61,4,106,4,48,4,92,4,"","Pomoxis annularis",5,10,30,34,0.325293783070575,0.0329502156190926,0.062581571477003,0.0833333333333333,-0.262712211593572,0.116283548952426,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,45,3,80,3,99.5,3,125,3,"","Pomoxis nigromaculatus",10.3923048454133,10.3923048454133,20.7846096908265,22.5166604983954,0.114078046568877,0.0063402718113179,0.0400213538367682,0.125,-0.0740566927321089,0.131340271811318,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,35,3,62,3,62,3,100,3,"","Micropterus salmoides",5.19615242270663,17.3205080756888,25.9807621135332,39.8371685740842,0.2390179004715,0.0278581945889698,0.21372200741347,0.125,-0.0252958930580301,0.15285819458897,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,30,5,77,5,31,5,77,5,"","Lepomis cyanellus",4.47213595499958,6.70820393249937,6.70820393249937,20.1246117974981,0.454909108684269,0.00575672688731326,0.549306144334055,0.0625,0.094397035649786,0.0682567268873133,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","LDH",5,25,29,7,57,7,10,5,40,5,"","Lepomis macrochirus",5.29150262212918,21.1660104885167,17.8885438199983,22.3606797749979,0.693147180559945,0.175625,0.111571775657105,0.0625,-0.58157540490284,0.238125,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","LDH",5,25,28,4,62,4,31,4,74,4,"","Pomoxis annularis",14,16,14,6,0.435038944359512,0.0131580222543324,-0.423648930193602,0.0833333333333333,-0.858687874553114,0.0964913555876657,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,22,3,39.5,3,63,3,112,3,"","Pomoxis nigromaculatus",3.46410161513775,1.73205080756888,17.3205080756888,31.1769145362398,0.287682072451781,0.0127560862307886,0.29389333245106,0.125,0.00621125999927856,0.137756086230789,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,6.5,3,12.5,3,4.5,3,7,3,"","Micropterus salmoides",5.19615242270663,8.66025403784439,0.866025403784439,1.73205080756888,0.22091637613952,0.00818846056941295,0.346573590279973,0.125,0.125657214140453,0.133188460569413,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,5,5,6,5,2.5,5,4,5,"","Lepomis cyanellus",4.47213595499958,4.47213595499958,1.11803398874989,2.23606797749979,0.235001814622868,0.025625,0.346573590279973,0.0625,0.111571775657105,0.088125,"acute"
"p172_o","f","w","a",41.15,81.65,1,42,"metabolic_enzyme","LDH",5,25,7.5,7,13.5,7,2,5,2.5,5,"","Lepomis macrochirus",3.96862696659689,10.5830052442584,1.11803398874989,2.23606797749979,0.111571775657105,0.055625,0.346573590279973,0.0625,0.235001814622868,0.118125,"acute"
"p172_o","f","w","a",41,81.5,1,42,"metabolic_enzyme","LDH",5,25,10,4,18,4,12.5,4,26.5,4,"","Pomoxis annularis",5,8,5,10,0.375708044341961,0.0188999644001424,0.346573590279973,0.0833333333333333,-0.0291344540619879,0.102233297733476,"acute"
"p172_o","f","c","a",40.45,81.7,1,42,"metabolic_enzyme","LDH",5,25,16,3,22,3,3.5,3,35,3,"","Pomoxis nigromaculatus",5.19615242270663,3.46410161513775,4.33012701892219,31.1769145362398,1.15129254649702,0.193673469387755,0.987040513011005,0.125,-0.164252033486018,0.318673469387755,"acute"
"p173_o","f","c","a",34.69,135.5,1,60,"metabolic_enzyme","LDH",10,25,3,6,10,6,3.5,6,11.5,6,"delta/min/mg protein","Carassius auratus",0.734846922834953,0.979795897113271,0.979795897113271,3.42928563989645,0.793056044582558,0.0123918401639169,0.835175312330245,0.0888888888888889,0.0421192677476878,0.101280729052806,"acute"
"p173_o","f","c","a",34.69,135.5,1,60,"metabolic_enzyme","LDH",10,25,2,6,7,6,1.5,6,5.5,6,"delta/min/mg protein","Carassius auratus",0.734846922834953,1.22474487139159,0.734846922834953,1.95959179422654,0.866188656086841,0.0271808999081726,0.653886168674484,0.0888888888888889,-0.212302487412356,0.116069788797062,"acute"
"p176_o","m","c","j",10,110,1,102,"metabolic_enzyme","CS",15,30,0.8,5,1.75,5,0.5,5,1.05,5,"","Chiloscyllium plagiosum",0.178885438199983,0.559016994374947,0.156524758424985,0.223606797749979,0.494624896486252,0.0127423532375913,0.237783295959155,0.111111111111111,-0.256841600527097,0.123853464348702,"acute"
"p176_o","m","c","j",10,110,1,102,"metabolic_enzyme","LDH",15,30,71,5,171,5,155,5,338,5,"","Chiloscyllium plagiosum",38.0131556174964,67.0820393249937,44.7213595499958,33.5410196624969,0.519747185709181,0.00827501887882683,-0.191788048301187,0.111111111111111,-0.711535234010369,0.119386129989938,"acute"
"p177_o","m","w","a",44.604444,-124.05472,1,30,"rest_MR","MR",9,18,95,10,250,10,90,6,240,6,"ul/g/h","Strongylocentrotus purpuratus",31.6227766016838,126.491106406735,24.4948974278318,97.9795897113271,1.08981028112414,0.0495351318396586,1.54032706791099,0.246913580246914,0.450516786786849,0.296448712086572,"acute"
"p180_o","m","w","a",54.15,7.9,1,56,"rest_MR","MR",3,12,0.17,5,0.43,5,0.05,5,0.25,5,"","Zoarces viviparous",0.0670820393249937,0.290688837074973,0.0670820393249937,0.335410196624968,1.788264347149,0.888888888888889,1.788264347149,0.308641975308642,0,1.19753086419753,"acute"
"p183_o","f","c","a",56.34,2.8,1,42,"sprint","swim",9,30,8.24,5,4.59,5,4.73,5,14.32,5,"","Cyprinus carpio",2.41495341569977,0.603738353924943,2.1242645786248,3.33174128647469,0.527491409061266,0.0116021410803326,0.214318768735675,0.0566893424036281,-0.31317264032559,0.0682914834839607,"acute"
"p184_o","f","w","a",30.2375,-92.268,1,14,"cardiac","Heart rate",5,20,8,8,26.9,8,8.1,7,21.2,8,"bpm","Rana catesbeiana",0.848528137423857,4.24264068711929,1.3228756555323,4.5254833995939,0.641424746666382,0.00422505421021687,0.819944337411961,0.0687830687830688,0.178519590745579,0.0730081229932856,"acute"
"p184_o","f","w","a",30.2375,-92.268,1,14,"rest_MR","MR",5,20,15.5,8,38,8,19.7,7,53.3,7,"ul/g/h","Rana catesbeiana",3.39411254969543,7.35391052434009,3.70405183549043,5.55607775323564,0.663545130285237,0.00293453570875384,0.27031007207211,0.0740740740740741,-0.393235058213128,0.0770086097828279,"acute"
"p187_o","f","w","a",33.85,151.2,1,56,"sprint","jump",18,30,48,12,63,12,45,12,70,12,"cm","Limnodynastes peronii",8.66025403784439,10.3923048454133,3.46410161513775,6.92820323027551,0.368193960232533,0.000909828952156994,0.577622650466621,0.0631313131313131,0.209428690234088,0.0640411420834701,"acute"
"p187_o","f","w","j",33.85,151.2,1,42,"sprint","swim",10,24,0.25,15,0.52,15,0.17,15,0.45,15,"m/s","Limnodynastes peronii",0.0387298334620742,0.0774596669241483,0.0387298334620742,0.0774596669241483,0.695320818367217,0.00277322257879186,0.495105128971389,0.0364431486880466,-0.200215689395827,0.0392163712668385,"acute"
"p187_o","f","w","a",33.85,151.2,1,56,"sprint","swim",18,30,0.92,12,1,12,0.9,12,0.94,12,"m/s","Limnodynastes peronii",0.103923048454133,0.0692820323027551,0.103923048454133,0.13856406460551,0.0362375932831156,0.00202908695627875,0.239735060376484,0.0631313131313131,0.203497467093369,0.0651604000875919,"acute"
"p188_o","f","c","j",15,25,1,28,"sprint","swim",12,30,0.22,12,0.38,12,0.16,12,0.52,12,"m/s","Xenopus laevis",0.0346410161513775,0.0692820323027551,0.0346410161513775,0.207846096908265,0.654808331300915,0.00531477144057272,0.995421927348919,0.0280583613916947,0.340613596048005,0.0333731328322674,"acute"
"p188_o","f","c","a",15,25,1,42,"sprint","swim",10,25,0.98,10,1.27,10,0.6,10,1.32,10,"m/s","Xenopus laevis",0.126491106406735,0.158113883008419,0.0632455532033676,0.126491106406735,0.525638240242847,0.00090194878073666,0.462098120373297,0.0493827160493827,-0.06354011986955,0.0502846648301194,"acute"
